--Patching for National Dex at Start of Game--
Patch unsuccessful.

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
 26|RAICHU    |ELECTRIC         |  60|  90|  55| 100|  90|  80|STATIC      |STATIC      |LUM BERRY (100%)
 27|SANDSHREW |GROUND           |  50|  75|  85|  40|  20|  30|SAND VEIL   |SAND VEIL   |BLACK BELT (common), HEART SCALE (rare)
 28|SANDSLASH |GROUND           |  75| 100| 110|  65|  45|  55|SAND VEIL   |SAND VEIL   |
 29|NIDORAN♀  |POISON           |  55|  47|  52|  41|  40|  40|POISON POINT|POISON POINT|LEPPA BERRY (100%)
 30|NIDORINA  |POISON           |  70|  62|  67|  56|  55|  55|POISON POINT|POISON POINT|BLACKGLASSES (common), REPEL (rare)
 31|NIDOQUEEN |POISON/GROUND    |  90|  82|  87|  76|  75|  85|POISON POINT|POISON POINT|
 32|NIDORAN♂  |POISON           |  46|  57|  40|  50|  40|  40|POISON POINT|POISON POINT|
 33|NIDORINO  |POISON           |  61|  72|  57|  65|  55|  55|POISON POINT|POISON POINT|QUICK CLAW (rare)
 34|NIDOKING  |POISON/GROUND    |  81|  92|  77|  85|  85|  75|POISON POINT|POISON POINT|YELLOW SHARD (rare)
 35|CLEFAIRY  |NORMAL           |  70|  45|  48|  35|  60|  65|CUTE CHARM  |CUTE CHARM  |TM37 (common), SITRUS BERRY (rare)
 36|CLEFABLE  |NORMAL           |  95|  70|  73|  60|  85|  90|CUTE CHARM  |CUTE CHARM  |
 37|VULPIX    |FIRE             |  38|  41|  40|  65|  50|  65|FLASH FIRE  |FLASH FIRE  |TM33 (common), NUGGET (rare)
 38|NINETALES |FIRE             |  73|  76|  75| 100|  81| 100|FLASH FIRE  |FLASH FIRE  |PP MAX (common), TM49 (rare)
 39|JIGGLYPUFF|NORMAL           | 115|  45|  20|  20|  45|  25|CUTE CHARM  |CUTE CHARM  |
 40|WIGGLYTUFF|NORMAL           | 140|  70|  45|  45|  75|  50|CUTE CHARM  |CUTE CHARM  |
 41|ZUBAT     |POISON/FLYING    |  40|  45|  35|  55|  30|  40|INNER FOCUS |INNER FOCUS |PECHA BERRY (100%)
 42|GOLBAT    |POISON/FLYING    |  75|  80|  70|  90|  65|  75|INNER FOCUS |INNER FOCUS |
 43|ODDISH    |GRASS/POISON     |  45|  50|  55|  30|  75|  65|CHLOROPHYLL |CHLOROPHYLL |
 44|GLOOM     |GRASS/POISON     |  60|  65|  70|  40|  85|  75|CHLOROPHYLL |CHLOROPHYLL |STAR PIECE (common), CALCIUM (rare)
 45|VILEPLUME |GRASS/POISON     |  75|  80|  85|  50| 100|  90|CHLOROPHYLL |CHLOROPHYLL |DRAGON FANG (common)
 46|PARAS     |BUG/GRASS        |  35|  70|  55|  25|  45|  55|EFFECT SPORE|EFFECT SPORE|TM05 (100%)
 47|PARASECT  |BUG/GRASS        |  60|  95|  80|  30|  60|  80|EFFECT SPORE|EFFECT SPORE|PREMIER BALL (100%)
 48|VENONAT   |BUG/POISON       |  60|  55|  50|  45|  40|  55|COMPOUNDEYES|COMPOUNDEYES|CARBOS (rare)
 49|VENOMOTH  |BUG/POISON       |  70|  65|  60|  90|  90|  75|SHIELD DUST |SHIELD DUST |THUNDERSTONE (100%)
 50|DIGLETT   |GROUND           |  10|  55|  25|  95|  35|  45|SAND VEIL   |ARENA TRAP  |TM49 (rare)
 51|DUGTRIO   |GROUND           |  35|  80|  50| 120|  50|  70|SAND VEIL   |ARENA TRAP  |DRAGON FANG (common), SOFT SAND (rare)
 52|MEOWTH    |NORMAL           |  40|  45|  35|  90|  40|  40|PICKUP      |PICKUP      |POKé DOLL (100%)
 53|PERSIAN   |NORMAL           |  65|  70|  60| 115|  65|  65|LIMBER      |LIMBER      |
 54|PSYDUCK   |WATER            |  50|  52|  48|  55|  65|  50|DAMP        |CLOUD NINE  |
 55|GOLDUCK   |WATER            |  80|  82|  78|  85|  95|  80|DAMP        |CLOUD NINE  |LEMONADE (common), SHELL BELL (rare)
 56|MANKEY    |FIGHTING         |  40|  80|  35|  70|  35|  45|VITAL SPIRIT|VITAL SPIRIT|TM45 (common)
 57|PRIMEAPE  |FIGHTING         |  65| 105|  60|  95|  60|  70|VITAL SPIRIT|VITAL SPIRIT|AMULET COIN (100%)
 58|GROWLITHE |FIRE             |  55|  70|  45|  60|  70|  50|INTIMIDATE  |FLASH FIRE  |
 59|ARCANINE  |FIRE             |  90| 110|  80|  95| 100|  80|INTIMIDATE  |FLASH FIRE  |CHESTO BERRY (100%)
 60|POLIWAG   |WATER            |  40|  50|  40|  90|  40|  40|WATER ABSORB|DAMP        |TM35 (common), ULTRA BALL (rare)
 61|POLIWHIRL |WATER            |  65|  65|  65|  90|  50|  50|WATER ABSORB|DAMP        |FRESH WATER (common), TM03 (rare)
 62|POLIWRATH |WATER/FIGHTING   |  90|  85|  95|  70|  70|  90|WATER ABSORB|DAMP        |
 63|ABRA      |PSYCHIC          |  25|  20|  15|  90| 105|  55|SYNCHRONIZE |INNER FOCUS |
 64|KADABRA   |PSYCHIC          |  40|  35|  30| 105| 120|  70|SYNCHRONIZE |INNER FOCUS |ETHER (rare)
 65|ALAKAZAM  |PSYCHIC          |  55|  50|  45| 120| 135|  85|SYNCHRONIZE |INNER FOCUS |BIG PEARL (common), SOOTHE BELL (rare)
 66|MACHOP    |FIGHTING         |  70|  80|  50|  35|  35|  35|GUTS        |GUTS        |PECHA BERRY (common)
 67|MACHOKE   |FIGHTING         |  80| 100|  70|  45|  50|  60|GUTS        |GUTS        |
 68|MACHAMP   |FIGHTING         |  90| 130|  80|  55|  65|  85|GUTS        |GUTS        |ULTRA BALL (common)
 69|BELLSPROUT|GRASS/POISON     |  50|  75|  35|  40|  70|  30|CHLOROPHYLL |CHLOROPHYLL |
 70|WEEPINBELL|GRASS/POISON     |  65|  90|  50|  55|  85|  45|CHLOROPHYLL |CHLOROPHYLL |BLUE FLUTE (100%)
 71|VICTREEBEL|GRASS/POISON     |  80| 105|  65|  70| 100|  60|CHLOROPHYLL |CHLOROPHYLL |MAX ELIXIR (common), REVIVAL HERB (rare)
 72|TENTACOOL |WATER/POISON     |  40|  40|  35|  70|  50| 100|CLEAR BODY  |LIQUID OOZE |SHOAL SHELL (common), REVIVAL HERB (rare)
 73|TENTACRUEL|WATER/POISON     |  80|  70|  65| 100|  80| 120|CLEAR BODY  |LIQUID OOZE |NEST BALL (common)
 74|GEODUDE   |ROCK/GROUND      |  40|  80| 100|  20|  30|  30|ROCK HEAD   |STURDY      |TWISTEDSPOON (common), TM33 (rare)
 75|GRAVELER  |ROCK/GROUND      |  55|  95| 115|  35|  45|  45|ROCK HEAD   |STURDY      |REVIVAL HERB (common)
 76|GOLEM     |ROCK/GROUND      |  80| 110| 130|  45|  55|  65|ROCK HEAD   |STURDY      |TM47 (common)
 77|PONYTA    |FIRE             |  50|  85|  55|  90|  65|  65|RUN AWAY    |FLASH FIRE  |POISON BARB (common), TWISTEDSPOON (rare)
 78|RAPIDASH  |FIRE             |  65| 100|  70| 105|  80|  80|RUN AWAY    |FLASH FIRE  |
 79|SLOWPOKE  |WATER/PSYCHIC    |  90|  65|  65|  15|  40|  40|OBLIVIOUS   |OWN TEMPO   |
 80|SLOWBRO   |WATER/PSYCHIC    |  95|  75| 110|  30| 100|  80|OBLIVIOUS   |OWN TEMPO   |
 81|MAGNEMITE |ELECTRIC/STEEL   |  25|  35|  70|  45|  95|  55|MAGNET PULL |STURDY      |FIRE STONE (common), TINYMUSHROOM (rare)
 82|MAGNETON  |ELECTRIC/STEEL   |  50|  60|  95|  70| 120|  70|MAGNET PULL |STURDY      |LUXURY BALL (common)
 83|FARFETCH’D|NORMAL/FLYING    |  52|  65|  55|  60|  58|  62|KEEN EYE    |INNER FOCUS |
 84|DODUO     |NORMAL/FLYING    |  35|  85|  45|  75|  35|  35|RUN AWAY    |EARLY BIRD  |
 85|DODRIO    |NORMAL/FLYING    |  60| 110|  70| 100|  60|  60|RUN AWAY    |EARLY BIRD  |
 86|SEEL      |WATER            |  65|  45|  55|  45|  45|  70|THICK FAT   |THICK FAT   |
 87|DEWGONG   |WATER/ICE        |  90|  70|  80|  70|  70|  95|THICK FAT   |THICK FAT   |
 88|GRIMER    |POISON           |  80|  80|  50|  25|  40|  50|STENCH      |STICKY HOLD |EXP. SHARE (rare)
 89|MUK       |POISON           | 105| 105|  75|  50|  65| 100|STENCH      |STICKY HOLD |
 90|SHELLDER  |WATER            |  30|  65| 100|  40|  45|  25|SHELL ARMOR |SHELL ARMOR |
 91|CLOYSTER  |WATER/ICE        |  50|  95| 180|  70|  85|  45|SHELL ARMOR |SHELL ARMOR |
 92|GASTLY    |GHOST/POISON     |  30|  35|  30|  80| 100|  35|LEVITATE    |LEVITATE    |SHOAL SHELL (100%)
 93|HAUNTER   |GHOST/POISON     |  45|  50|  45|  95| 115|  55|LEVITATE    |LEVITATE    |
 94|GENGAR    |GHOST/POISON     |  60|  65|  60| 110| 130|  75|LEVITATE    |LEVITATE    |TM44 (common), POKé DOLL (rare)
 95|ONIX      |ROCK/GROUND      |  35|  45| 160|  70|  30|  45|ROCK HEAD   |STURDY      |
 96|DROWZEE   |PSYCHIC          |  60|  48|  45|  42|  43|  90|INSOMNIA    |INSOMNIA    |RAWST BERRY (rare)
 97|HYPNO     |PSYCHIC          |  85|  73|  70|  67|  73| 115|INSOMNIA    |INSOMNIA    |TM31 (100%)
 98|KRABBY    |WATER            |  30| 105|  90|  50|  25|  25|HYPER CUTTER|SHELL ARMOR |TM50 (rare)
 99|KINGLER   |WATER            |  55| 130| 115|  75|  50|  50|HYPER CUTTER|SHELL ARMOR |
100|VOLTORB   |ELECTRIC         |  40|  30|  50| 100|  55|  55|SOUNDPROOF  |STATIC      |YELLOW SHARD (common)
101|ELECTRODE |ELECTRIC         |  60|  50|  70| 140|  80|  80|SOUNDPROOF  |STATIC      |X DEFEND (common)
102|EXEGGCUTE |GRASS/PSYCHIC    |  60|  40|  80|  40|  60|  45|CHLOROPHYLL |CHLOROPHYLL |TM02 (100%)
103|EXEGGUTOR |GRASS/PSYCHIC    |  95|  95|  85|  55| 125|  65|CHLOROPHYLL |CHLOROPHYLL |
104|CUBONE    |GROUND           |  50|  50|  95|  35|  40|  50|ROCK HEAD   |LIGHTNINGROD|
105|MAROWAK   |GROUND           |  60|  80| 110|  45|  50|  80|ROCK HEAD   |LIGHTNINGROD|
106|HITMONLEE |FIGHTING         |  50| 120|  53|  87|  35| 110|LIMBER      |LIMBER      |
107|HITMONCHAN|FIGHTING         |  50| 105|  79|  76|  35| 110|KEEN EYE    |KEEN EYE    |TM46 (common), DRAGON FANG (rare)
108|LICKITUNG |NORMAL           |  90|  55|  75|  30|  60|  75|OWN TEMPO   |OBLIVIOUS   |PP UP (common)
109|KOFFING   |POISON           |  40|  65|  95|  35|  60|  45|LEVITATE    |LEVITATE    |
110|WEEZING   |POISON           |  65|  90| 120|  60|  85|  70|LEVITATE    |LEVITATE    |CARBOS (common), TM47 (rare)
111|RHYHORN   |GROUND/ROCK      |  80|  85|  95|  25|  30|  30|LIGHTNINGROD|ROCK HEAD   |
112|RHYDON    |GROUND/ROCK      | 105| 130| 120|  40|  45|  45|LIGHTNINGROD|ROCK HEAD   |TM18 (common)
113|CHANSEY   |NORMAL           | 250|   5|   5|  50|  35| 105|NATURAL CURE|SERENE GRACE|SHELL BELL (rare)
114|TANGELA   |GRASS            |  65|  55| 115|  60| 100|  40|CHLOROPHYLL |CHLOROPHYLL |
115|KANGASKHAN|NORMAL           | 105|  95|  80|  90|  40|  80|EARLY BIRD  |EARLY BIRD  |CHERI BERRY (100%)
116|HORSEA    |WATER            |  30|  40|  70|  60|  70|  25|SWIFT SWIM  |SWIFT SWIM  |MACHO BRACE (100%)
117|SEADRA    |WATER            |  55|  65|  95|  85|  95|  45|POISON POINT|POISON POINT|NEVERMELTICE (common), REVIVE (rare)
118|GOLDEEN   |WATER            |  45|  67|  60|  63|  35|  50|SWIFT SWIM  |WATER VEIL  |
119|SEAKING   |WATER            |  80|  92|  65|  68|  65|  80|SWIFT SWIM  |WATER VEIL  |TM16 (common), LAX INCENSE (rare)
120|STARYU    |WATER            |  30|  45|  55|  85|  70|  55|ILLUMINATE  |NATURAL CURE|TM47 (rare)
121|STARMIE   |WATER/PSYCHIC    |  60|  75|  85| 115| 100|  85|ILLUMINATE  |NATURAL CURE|
122|MR. MIME  |PSYCHIC          |  40|  45|  65|  90| 100| 120|SOUNDPROOF  |SOUNDPROOF  |
123|SCYTHER   |BUG/FLYING       |  70| 110|  80| 105|  55|  80|SWARM       |SWARM       |
124|JYNX      |ICE/PSYCHIC      |  65|  50|  35|  95| 115|  95|OBLIVIOUS   |OBLIVIOUS   |AMULET COIN (100%)
125|ELECTABUZZ|ELECTRIC         |  65|  83|  57| 105|  95|  85|STATIC      |STATIC      |MAX ELIXIR (100%)
126|MAGMAR    |FIRE             |  65|  95|  57|  93| 100|  85|FLAME BODY  |FLAME BODY  |TM39 (common), NEST BALL (rare)
127|PINSIR    |BUG              |  65| 125| 100|  85|  55|  70|HYPER CUTTER|HYPER CUTTER|BIG PEARL (rare)
128|TAUROS    |NORMAL           |  75| 100|  95| 110|  40|  70|INTIMIDATE  |INTIMIDATE  |MAGNET (rare)
129|MAGIKARP  |WATER            |  20|  10|  55|  80|  15|  20|SWIFT SWIM  |SWIFT SWIM  |
130|GYARADOS  |WATER/FLYING     |  95| 125|  79|  81|  60| 100|INTIMIDATE  |INTIMIDATE  |
131|LAPRAS    |WATER/ICE        | 130|  85|  80|  60|  85|  95|WATER ABSORB|SHELL ARMOR |
132|DITTO     |NORMAL           |  48|  48|  48|  48|  48|  48|LIMBER      |LIMBER      |DIRE HIT (common)
133|EEVEE     |NORMAL           |  55|  55|  50|  55|  45|  65|RUN AWAY    |RUN AWAY    |PERSIM BERRY (rare)
134|VAPOREON  |WATER            | 130|  65|  60|  65| 110|  95|WATER ABSORB|WATER ABSORB|
135|JOLTEON   |ELECTRIC         |  65|  65|  60| 130| 110|  95|VOLT ABSORB |VOLT ABSORB |
136|FLAREON   |FIRE             |  65| 130|  60|  65|  95| 110|FLASH FIRE  |FLASH FIRE  |
137|PORYGON   |NORMAL           |  65|  60|  70|  40|  85|  75|TRACE       |TRACE       |LEMONADE (common)
138|OMANYTE   |ROCK/WATER       |  35|  40| 100|  35|  90|  55|SWIFT SWIM  |SHELL ARMOR |
139|OMASTAR   |ROCK/WATER       |  70|  60| 125|  55| 115|  70|SWIFT SWIM  |SHELL ARMOR |EXP. SHARE (common)
140|KABUTO    |ROCK/WATER       |  30|  80|  90|  55|  55|  45|SWIFT SWIM  |BATTLE ARMOR|X SPEED (common), ANTIDOTE (rare)
141|KABUTOPS  |ROCK/WATER       |  60| 115| 105|  80|  65|  70|SWIFT SWIM  |BATTLE ARMOR|
142|AERODACTYL|ROCK/FLYING      |  80| 105|  65| 130|  60|  75|ROCK HEAD   |PRESSURE    |TM39 (common)
143|SNORLAX   |NORMAL           | 160| 110|  65|  30|  65| 110|IMMUNITY    |THICK FAT   |GREEN SHARD (common), SODA POP (rare)
144|ARTICUNO  |ICE/FLYING       |  90|  85| 100|  85|  95| 125|PRESSURE    |PRESSURE    |FLUFFY TAIL (100%)
145|ZAPDOS    |ELECTRIC/FLYING  |  90|  90|  85| 100| 125|  90|PRESSURE    |PRESSURE    |
146|MOLTRES   |FIRE/FLYING      |  90| 100|  90|  90| 125|  85|PRESSURE    |PRESSURE    |
147|DRATINI   |DRAGON           |  41|  64|  45|  50|  50|  50|SHED SKIN   |SHED SKIN   |STARDUST (rare)
148|DRAGONAIR |DRAGON           |  61|  84|  65|  70|  70|  70|SHED SKIN   |SHED SKIN   |
149|DRAGONITE |DRAGON/FLYING    |  91| 134|  95|  80| 100| 100|INNER FOCUS |INNER FOCUS |BIG MUSHROOM (common)
150|MEWTWO    |PSYCHIC          | 106| 110|  90| 130| 154|  90|PRESSURE    |PRESSURE    |POKé DOLL (100%)
151|MEW       |PSYCHIC          | 100| 100| 100| 100| 100| 100|SYNCHRONIZE |SYNCHRONIZE |REPEAT BALL (100%)
152|CHIKORITA |GRASS            |  45|  49|  65|  45|  49|  65|OVERGROW    |OVERGROW    |
153|BAYLEEF   |GRASS            |  60|  62|  80|  60|  63|  80|OVERGROW    |OVERGROW    |
154|MEGANIUM  |GRASS            |  80|  82| 100|  80|  83| 100|OVERGROW    |OVERGROW    |HEAL POWDER (100%)
155|CYNDAQUIL |FIRE             |  39|  52|  43|  65|  60|  50|BLAZE       |BLAZE       |SITRUS BERRY (common)
156|QUILAVA   |FIRE             |  58|  64|  58|  80|  80|  65|BLAZE       |BLAZE       |LUXURY BALL (rare)
157|TYPHLOSION|FIRE             |  78|  84|  78| 100| 109|  85|BLAZE       |BLAZE       |TM41 (rare)
158|TOTODILE  |WATER            |  50|  65|  64|  43|  44|  48|TORRENT     |TORRENT     |TM24 (common)
159|CROCONAW  |WATER            |  65|  80|  80|  58|  59|  63|TORRENT     |TORRENT     |
160|FERALIGATR|WATER            |  85| 105| 100|  78|  79|  83|TORRENT     |TORRENT     |TM12 (rare)
161|SENTRET   |NORMAL           |  35|  46|  34|  20|  35|  45|RUN AWAY    |KEEN EYE    |HYPER POTION (rare)
162|FURRET    |NORMAL           |  85|  76|  64|  90|  45|  55|RUN AWAY    |KEEN EYE    |SMOKE BALL (common)
163|HOOTHOOT  |NORMAL/FLYING    |  60|  30|  30|  50|  36|  56|INSOMNIA    |KEEN EYE    |
164|NOCTOWL   |NORMAL/FLYING    | 100|  50|  50|  70|  76|  96|INSOMNIA    |KEEN EYE    |
165|LEDYBA    |BUG/FLYING       |  40|  20|  30|  55|  40|  80|SWARM       |EARLY BIRD  |TM20 (rare)
166|LEDIAN    |BUG/FLYING       |  55|  35|  50|  85|  55| 110|SWARM       |EARLY BIRD  |LEMONADE (common)
167|SPINARAK  |BUG/POISON       |  40|  60|  40|  30|  40|  40|SWARM       |INSOMNIA    |TM11 (common), PEARL (rare)
168|ARIADOS   |BUG/POISON       |  70|  90|  70|  40|  60|  60|SWARM       |INSOMNIA    |
169|CROBAT    |POISON/FLYING    |  85|  90|  80| 130|  70|  80|INNER FOCUS |INNER FOCUS |ANTIDOTE (common), PERSIM BERRY (rare)
170|CHINCHOU  |WATER/ELECTRIC   |  75|  38|  38|  67|  56|  56|VOLT ABSORB |ILLUMINATE  |
171|LANTURN   |WATER/ELECTRIC   | 125|  58|  58|  67|  76|  76|VOLT ABSORB |ILLUMINATE  |LUXURY BALL (common), MOOMOO MILK (rare)
172|PICHU     |ELECTRIC         |  20|  40|  15|  60|  35|  35|STATIC      |STATIC      |
173|CLEFFA    |NORMAL           |  50|  25|  28|  15|  45|  55|CUTE CHARM  |CUTE CHARM  |
174|IGGLYBUFF |NORMAL           |  90|  30|  15|  15|  40|  20|CUTE CHARM  |CUTE CHARM  |SHELL BELL (100%)
175|TOGEPI    |NORMAL           |  35|  20|  65|  20|  40|  65|HUSTLE      |SERENE GRACE|ASPEAR BERRY (common)
176|TOGETIC   |NORMAL/FLYING    |  55|  40|  85|  40|  80| 105|HUSTLE      |SERENE GRACE|HP UP (rare)
177|NATU      |PSYCHIC/FLYING   |  40|  50|  45|  70|  70|  45|SYNCHRONIZE |EARLY BIRD  |TINYMUSHROOM (rare)
178|XATU      |PSYCHIC/FLYING   |  65|  75|  70|  95|  95|  70|SYNCHRONIZE |EARLY BIRD  |
179|MAREEP    |ELECTRIC         |  55|  40|  40|  35|  65|  45|STATIC      |STATIC      |SILVERPOWDER (common), TM40 (rare)
180|FLAAFFY   |ELECTRIC         |  70|  55|  55|  45|  80|  60|STATIC      |STATIC      |
181|AMPHAROS  |ELECTRIC         |  90|  75|  75|  55| 115|  90|STATIC      |STATIC      |MAX ETHER (rare)
182|BELLOSSOM |GRASS            |  75|  80|  85|  50|  90| 100|CHLOROPHYLL |CHLOROPHYLL |TM46 (common)
183|MARILL    |WATER            |  70|  20|  50|  40|  20|  50|THICK FAT   |HUGE POWER  |HEART SCALE (rare)
184|AZUMARILL |WATER            | 100|  50|  80|  50|  50|  80|THICK FAT   |HUGE POWER  |
185|SUDOWOODO |ROCK             |  70| 100| 115|  30|  30|  65|STURDY      |ROCK HEAD   |TINYMUSHROOM (100%)
186|POLITOED  |WATER            |  90|  75|  75|  70|  90| 100|WATER ABSORB|DAMP        |
187|HOPPIP    |GRASS/FLYING     |  35|  35|  40|  50|  35|  55|CHLOROPHYLL |CHLOROPHYLL |
188|SKIPLOOM  |GRASS/FLYING     |  55|  45|  50|  80|  45|  65|CHLOROPHYLL |CHLOROPHYLL |CHESTO BERRY (common), SAFARI BALL (rare)
189|JUMPLUFF  |GRASS/FLYING     |  75|  55|  70| 110|  55|  85|CHLOROPHYLL |CHLOROPHYLL |TM14 (common)
190|AIPOM     |NORMAL           |  55|  70|  55|  85|  40|  55|RUN AWAY    |PICKUP      |
191|SUNKERN   |GRASS            |  30|  30|  30|  30|  30|  30|CHLOROPHYLL |CHLOROPHYLL |LUXURY BALL (common), TM23 (rare)
192|SUNFLORA  |GRASS            |  75|  75|  55|  30| 105|  85|CHLOROPHYLL |CHLOROPHYLL |
193|YANMA     |BUG/FLYING       |  65|  65|  45|  95|  75|  45|SPEED BOOST |COMPOUNDEYES|
194|WOOPER    |WATER/GROUND     |  55|  45|  45|  15|  25|  25|DAMP        |WATER ABSORB|RED SHARD (rare)
195|QUAGSIRE  |WATER/GROUND     |  95|  85|  85|  35|  65|  65|DAMP        |WATER ABSORB|SOOTHE BELL (common), CALCIUM (rare)
196|ESPEON    |PSYCHIC          |  65|  65|  60| 110| 130|  95|SYNCHRONIZE |SYNCHRONIZE |LAVA COOKIE (common)
197|UMBREON   |DARK             |  95|  65| 110|  65|  60| 130|SYNCHRONIZE |SYNCHRONIZE |
198|MURKROW   |DARK/FLYING      |  60|  85|  42|  91|  85|  42|INSOMNIA    |INSOMNIA    |
199|SLOWKING  |WATER/PSYCHIC    |  95|  75|  80|  30| 100| 110|OBLIVIOUS   |OWN TEMPO   |FRESH WATER (100%)
200|MISDREAVUS|GHOST            |  60|  60|  60|  85|  85|  85|LEVITATE    |LEVITATE    |TM10 (common)
201|UNOWN     |PSYCHIC          |  48|  72|  48|  48|  72|  48|LEVITATE    |LEVITATE    |
202|WOBBUFFET |PSYCHIC          | 190|  33|  58|  33|  33|  58|SHADOW TAG  |SHADOW TAG  |FOCUS BAND (100%)
203|GIRAFARIG |NORMAL/PSYCHIC   |  70|  80|  65|  85|  90|  65|INNER FOCUS |EARLY BIRD  |CHARCOAL (100%)
204|PINECO    |BUG              |  50|  65|  90|  15|  35|  35|STURDY      |STURDY      |FRESH WATER (common)
205|FORRETRESS|BUG/STEEL        |  75|  90| 140|  40|  60|  60|STURDY      |STURDY      |BERRY JUICE (100%)
206|DUNSPARCE |NORMAL           | 100|  70|  70|  45|  65|  65|SERENE GRACE|RUN AWAY    |POISON BARB (100%)
207|GLIGAR    |GROUND/FLYING    |  65|  75| 105|  85|  35|  65|HYPER CUTTER|SAND VEIL   |X ACCURACY (100%)
208|STEELIX   |STEEL/GROUND     |  75|  85| 200|  30|  55|  65|ROCK HEAD   |STURDY      |HEAL POWDER (rare)
209|SNUBBULL  |NORMAL           |  60|  80|  50|  30|  40|  40|INTIMIDATE  |RUN AWAY    |
210|GRANBULL  |NORMAL           |  90| 120|  75|  45|  60|  60|INTIMIDATE  |INTIMIDATE  |BERRY JUICE (rare)
211|QWILFISH  |WATER/POISON     |  65|  95|  75|  85|  55|  55|POISON POINT|SWIFT SWIM  |
212|SCIZOR    |BUG/STEEL        |  70| 130| 100|  65|  55|  80|SWARM       |SWARM       |
213|SHUCKLE   |BUG/ROCK         |  20|  10| 230|   5|  10| 230|STURDY      |STURDY      |REPEL (100%)
214|HERACROSS |BUG/FIGHTING     |  80| 125|  75|  85|  40|  95|SWARM       |GUTS        |IRON (rare)
215|SNEASEL   |DARK/ICE         |  55|  95|  55| 115|  35|  75|INNER FOCUS |KEEN EYE    |
216|TEDDIURSA |NORMAL           |  60|  80|  50|  40|  50|  50|PICKUP      |PICKUP      |TM26 (common)
217|URSARING  |NORMAL           |  90| 130|  75|  55|  75|  75|GUTS        |GUTS        |
