--Patching for National Dex at Start of Game--
Patch unsuccessful.

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
 58|GROWLITHE |FIRE             |  55|  70|  45|  60|  70|  50|INTIMIDATE  |FLASH FIRE  |PECHA BERRY (100%)
 59|ARCANINE  |FIRE             |  90| 110|  80|  95| 100|  80|INTIMIDATE  |FLASH FIRE  |MAX REVIVE (100%)
 60|POLIWAG   |WATER            |  40|  50|  40|  90|  40|  40|WATER ABSORB|DAMP        |SOOTHE BELL (rare)
 61|POLIWHIRL |WATER            |  65|  65|  65|  90|  50|  50|WATER ABSORB|DAMP        |
 62|POLIWRATH |WATER/FIGHTING   |  90|  85|  95|  70|  70|  90|WATER ABSORB|DAMP        |
 63|ABRA      |PSYCHIC          |  25|  20|  15|  90| 105|  55|SYNCHRONIZE |INNER FOCUS |
 64|KADABRA   |PSYCHIC          |  40|  35|  30| 105| 120|  70|SYNCHRONIZE |INNER FOCUS |KING’S ROCK (common)
 65|ALAKAZAM  |PSYCHIC          |  55|  50|  45| 120| 135|  85|SYNCHRONIZE |INNER FOCUS |EXP. SHARE (100%)
 66|MACHOP    |FIGHTING         |  70|  80|  50|  35|  35|  35|GUTS        |GUTS        |ICE HEAL (common), METAL COAT (rare)
 67|MACHOKE   |FIGHTING         |  80| 100|  70|  45|  50|  60|GUTS        |GUTS        |
 68|MACHAMP   |FIGHTING         |  90| 130|  80|  55|  65|  85|GUTS        |GUTS        |FULL RESTORE (common)
 69|BELLSPROUT|GRASS/POISON     |  50|  75|  35|  40|  70|  30|CHLOROPHYLL |CHLOROPHYLL |TM09 (common), NEST BALL (rare)
 70|WEEPINBELL|GRASS/POISON     |  65|  90|  50|  55|  85|  45|CHLOROPHYLL |CHLOROPHYLL |
 71|VICTREEBEL|GRASS/POISON     |  80| 105|  65|  70| 100|  60|CHLOROPHYLL |CHLOROPHYLL |SUPER REPEL (common)
 72|TENTACOOL |WATER/POISON     |  40|  40|  35|  70|  50| 100|CLEAR BODY  |LIQUID OOZE |
 73|TENTACRUEL|WATER/POISON     |  80|  70|  65| 100|  80| 120|CLEAR BODY  |LIQUID OOZE |
 74|GEODUDE   |ROCK/GROUND      |  40|  80| 100|  20|  30|  30|ROCK HEAD   |STURDY      |
 75|GRAVELER  |ROCK/GROUND      |  55|  95| 115|  35|  45|  45|ROCK HEAD   |STURDY      |SOOTHE BELL (100%)
 76|GOLEM     |ROCK/GROUND      |  80| 110| 130|  45|  55|  65|ROCK HEAD   |STURDY      |MENTAL HERB (100%)
 77|PONYTA    |FIRE             |  50|  85|  55|  90|  65|  65|RUN AWAY    |FLASH FIRE  |MACHO BRACE (rare)
 78|RAPIDASH  |FIRE             |  65| 100|  70| 105|  80|  80|RUN AWAY    |FLASH FIRE  |
 79|SLOWPOKE  |WATER/PSYCHIC    |  90|  65|  65|  15|  40|  40|OBLIVIOUS   |OWN TEMPO   |LUXURY BALL (100%)
 80|SLOWBRO   |WATER/PSYCHIC    |  95|  75| 110|  30| 100|  80|OBLIVIOUS   |OWN TEMPO   |LEPPA BERRY (common)
 81|MAGNEMITE |ELECTRIC/STEEL   |  25|  35|  70|  45|  95|  55|MAGNET PULL |STURDY      |TM07 (common), PP UP (rare)
 82|MAGNETON  |ELECTRIC/STEEL   |  50|  60|  95|  70| 120|  70|MAGNET PULL |STURDY      |X ATTACK (rare)
 83|FARFETCH’D|NORMAL/FLYING    |  52|  65|  55|  60|  58|  62|KEEN EYE    |INNER FOCUS |
 84|DODUO     |NORMAL/FLYING    |  35|  85|  45|  75|  35|  35|RUN AWAY    |EARLY BIRD  |IRON (100%)
 85|DODRIO    |NORMAL/FLYING    |  60| 110|  70| 100|  60|  60|RUN AWAY    |EARLY BIRD  |BLUE FLUTE (rare)
 86|SEEL      |WATER            |  65|  45|  55|  45|  45|  70|THICK FAT   |THICK FAT   |SMOKE BALL (100%)
 87|DEWGONG   |WATER/ICE        |  90|  70|  80|  70|  70|  95|THICK FAT   |THICK FAT   |TM02 (common)
 88|GRIMER    |POISON           |  80|  80|  50|  25|  40|  50|STENCH      |STICKY HOLD |
 89|MUK       |POISON           | 105| 105|  75|  50|  65| 100|STENCH      |STICKY HOLD |BRIGHTPOWDER (100%)
 90|SHELLDER  |WATER            |  30|  65| 100|  40|  45|  25|SHELL ARMOR |SHELL ARMOR |LEMONADE (common), FIRE STONE (rare)
 91|CLOYSTER  |WATER/ICE        |  50|  95| 180|  70|  85|  45|SHELL ARMOR |SHELL ARMOR |TM28 (common)
 92|GASTLY    |GHOST/POISON     |  30|  35|  30|  80| 100|  35|LEVITATE    |LEVITATE    |
 93|HAUNTER   |GHOST/POISON     |  45|  50|  45|  95| 115|  55|LEVITATE    |LEVITATE    |
 94|GENGAR    |GHOST/POISON     |  60|  65|  60| 110| 130|  75|LEVITATE    |LEVITATE    |
 95|ONIX      |ROCK/GROUND      |  35|  45| 160|  70|  30|  45|ROCK HEAD   |STURDY      |TM23 (rare)
 96|DROWZEE   |PSYCHIC          |  60|  48|  45|  42|  43|  90|INSOMNIA    |INSOMNIA    |TM09 (100%)
 97|HYPNO     |PSYCHIC          |  85|  73|  70|  67|  73| 115|INSOMNIA    |INSOMNIA    |
 98|KRABBY    |WATER            |  30| 105|  90|  50|  25|  25|HYPER CUTTER|SHELL ARMOR |
 99|KINGLER   |WATER            |  55| 130| 115|  75|  50|  50|HYPER CUTTER|SHELL ARMOR |LUM BERRY (100%)
100|VOLTORB   |ELECTRIC         |  40|  30|  50| 100|  55|  55|SOUNDPROOF  |STATIC      |
101|ELECTRODE |ELECTRIC         |  60|  50|  70| 140|  80|  80|SOUNDPROOF  |STATIC      |DIRE HIT (100%)
102|EXEGGCUTE |GRASS/PSYCHIC    |  60|  40|  80|  40|  60|  45|CHLOROPHYLL |CHLOROPHYLL |DRAGON SCALE (common)
103|EXEGGUTOR |GRASS/PSYCHIC    |  95|  95|  85|  55| 125|  65|CHLOROPHYLL |CHLOROPHYLL |ASPEAR BERRY (common), TM33 (rare)
104|CUBONE    |GROUND           |  50|  50|  95|  35|  40|  50|ROCK HEAD   |LIGHTNINGROD|EVERSTONE (100%)
105|MAROWAK   |GROUND           |  60|  80| 110|  45|  50|  80|ROCK HEAD   |LIGHTNINGROD|BIG MUSHROOM (100%)
106|HITMONLEE |FIGHTING         |  50| 120|  53|  87|  35| 110|LIMBER      |LIMBER      |
107|HITMONCHAN|FIGHTING         |  50| 105|  79|  76|  35| 110|KEEN EYE    |KEEN EYE    |LEPPA BERRY (100%)
108|LICKITUNG |NORMAL           |  90|  55|  75|  30|  60|  75|OWN TEMPO   |OBLIVIOUS   |
109|KOFFING   |POISON           |  40|  65|  95|  35|  60|  45|LEVITATE    |LEVITATE    |
110|WEEZING   |POISON           |  65|  90| 120|  60|  85|  70|LEVITATE    |LEVITATE    |
111|RHYHORN   |GROUND/ROCK      |  80|  85|  95|  25|  30|  30|LIGHTNINGROD|ROCK HEAD   |
112|RHYDON    |GROUND/ROCK      | 105| 130| 120|  40|  45|  45|LIGHTNINGROD|ROCK HEAD   |ASPEAR BERRY (100%)
113|CHANSEY   |NORMAL           | 250|   5|   5|  50|  35| 105|NATURAL CURE|SERENE GRACE|ZINC (rare)
114|TANGELA   |GRASS            |  65|  55| 115|  60| 100|  40|CHLOROPHYLL |CHLOROPHYLL |HEART SCALE (100%)
115|KANGASKHAN|NORMAL           | 105|  95|  80|  90|  40|  80|EARLY BIRD  |EARLY BIRD  |TM34 (common), DRAGON FANG (rare)
116|HORSEA    |WATER            |  30|  40|  70|  60|  70|  25|SWIFT SWIM  |SWIFT SWIM  |RAWST BERRY (100%)
117|SEADRA    |WATER            |  55|  65|  95|  85|  95|  45|POISON POINT|POISON POINT|
118|GOLDEEN   |WATER            |  45|  67|  60|  63|  35|  50|SWIFT SWIM  |WATER VEIL  |TM08 (rare)
119|SEAKING   |WATER            |  80|  92|  65|  68|  65|  80|SWIFT SWIM  |WATER VEIL  |ULTRA BALL (100%)
120|STARYU    |WATER            |  30|  45|  55|  85|  70|  55|ILLUMINATE  |NATURAL CURE|
121|STARMIE   |WATER/PSYCHIC    |  60|  75|  85| 115| 100|  85|ILLUMINATE  |NATURAL CURE|
122|MR. MIME  |PSYCHIC          |  40|  45|  65|  90| 100| 120|SOUNDPROOF  |SOUNDPROOF  |TM25 (100%)
123|SCYTHER   |BUG/FLYING       |  70| 110|  80| 105|  55|  80|SWARM       |SWARM       |
124|JYNX      |ICE/PSYCHIC      |  65|  50|  35|  95| 115|  95|OBLIVIOUS   |OBLIVIOUS   |
125|ELECTABUZZ|ELECTRIC         |  65|  83|  57| 105|  95|  85|STATIC      |STATIC      |ELIXIR (100%)
126|MAGMAR    |FIRE             |  65|  95|  57|  93| 100|  85|FLAME BODY  |FLAME BODY  |
127|PINSIR    |BUG              |  65| 125| 100|  85|  55|  70|HYPER CUTTER|HYPER CUTTER|CHARCOAL (100%)
128|TAUROS    |NORMAL           |  75| 100|  95| 110|  40|  70|INTIMIDATE  |INTIMIDATE  |METAL COAT (rare)
129|MAGIKARP  |WATER            |  20|  10|  55|  80|  15|  20|SWIFT SWIM  |SWIFT SWIM  |
130|GYARADOS  |WATER/FLYING     |  95| 125|  79|  81|  60| 100|INTIMIDATE  |INTIMIDATE  |
131|LAPRAS    |WATER/ICE        | 130|  85|  80|  60|  85|  95|WATER ABSORB|SHELL ARMOR |
132|DITTO     |NORMAL           |  48|  48|  48|  48|  48|  48|LIMBER      |LIMBER      |LUXURY BALL (100%)
133|EEVEE     |NORMAL           |  55|  55|  50|  55|  45|  65|RUN AWAY    |RUN AWAY    |FRESH WATER (common), TM20 (rare)
134|VAPOREON  |WATER            | 130|  65|  60|  65| 110|  95|WATER ABSORB|WATER ABSORB|
135|JOLTEON   |ELECTRIC         |  65|  65|  60| 130| 110|  95|VOLT ABSORB |VOLT ABSORB |
136|FLAREON   |FIRE             |  65| 130|  60|  65|  95| 110|FLASH FIRE  |FLASH FIRE  |
137|PORYGON   |NORMAL           |  65|  60|  70|  40|  85|  75|TRACE       |TRACE       |MAGNET (common)
138|OMANYTE   |ROCK/WATER       |  35|  40| 100|  35|  90|  55|SWIFT SWIM  |SHELL ARMOR |
139|OMASTAR   |ROCK/WATER       |  70|  60| 125|  55| 115|  70|SWIFT SWIM  |SHELL ARMOR |TM26 (common), TM33 (rare)
140|KABUTO    |ROCK/WATER       |  30|  80|  90|  55|  55|  45|SWIFT SWIM  |BATTLE ARMOR|TM31 (common), FOCUS BAND (rare)
141|KABUTOPS  |ROCK/WATER       |  60| 115| 105|  80|  65|  70|SWIFT SWIM  |BATTLE ARMOR|PP MAX (100%)
142|AERODACTYL|ROCK/FLYING      |  80| 105|  65| 130|  60|  75|ROCK HEAD   |PRESSURE    |
143|SNORLAX   |NORMAL           | 160| 110|  65|  30|  65| 110|IMMUNITY    |THICK FAT   |CHESTO BERRY (common), TM30 (rare)
144|ARTICUNO  |ICE/FLYING       |  90|  85| 100|  85|  95| 125|PRESSURE    |PRESSURE    |
145|ZAPDOS    |ELECTRIC/FLYING  |  90|  90|  85| 100| 125|  90|PRESSURE    |PRESSURE    |
146|MOLTRES   |FIRE/FLYING      |  90| 100|  90|  90| 125|  85|PRESSURE    |PRESSURE    |BIG MUSHROOM (common)
147|DRATINI   |DRAGON           |  41|  64|  45|  50|  50|  50|SHED SKIN   |SHED SKIN   |
148|DRAGONAIR |DRAGON           |  61|  84|  65|  70|  70|  70|SHED SKIN   |SHED SKIN   |SOFT SAND (100%)
149|DRAGONITE |DRAGON/FLYING    |  91| 134|  95|  80| 100| 100|INNER FOCUS |INNER FOCUS |ESCAPE ROPE (100%)
150|MEWTWO    |PSYCHIC          | 106| 110|  90| 130| 154|  90|PRESSURE    |PRESSURE    |EXP. SHARE (100%)
151|MEW       |PSYCHIC          | 100| 100| 100| 100| 100| 100|SYNCHRONIZE |SYNCHRONIZE |FLUFFY TAIL (100%)
152|CHIKORITA |GRASS            |  45|  49|  65|  45|  49|  65|OVERGROW    |OVERGROW    |TM38 (100%)
153|BAYLEEF   |GRASS            |  60|  62|  80|  60|  63|  80|OVERGROW    |OVERGROW    |
154|MEGANIUM  |GRASS            |  80|  82| 100|  80|  83| 100|OVERGROW    |OVERGROW    |TM43 (rare)
155|CYNDAQUIL |FIRE             |  39|  52|  43|  65|  60|  50|BLAZE       |BLAZE       |
156|QUILAVA   |FIRE             |  58|  64|  58|  80|  80|  65|BLAZE       |BLAZE       |HEAL POWDER (rare)
157|TYPHLOSION|FIRE             |  78|  84|  78| 100| 109|  85|BLAZE       |BLAZE       |TM47 (100%)
158|TOTODILE  |WATER            |  50|  65|  64|  43|  44|  48|TORRENT     |TORRENT     |
159|CROCONAW  |WATER            |  65|  80|  80|  58|  59|  63|TORRENT     |TORRENT     |GREEN SHARD (common)
160|FERALIGATR|WATER            |  85| 105| 100|  78|  79|  83|TORRENT     |TORRENT     |LAVA COOKIE (100%)
161|SENTRET   |NORMAL           |  35|  46|  34|  20|  35|  45|RUN AWAY    |KEEN EYE    |DRAGON SCALE (100%)
162|FURRET    |NORMAL           |  85|  76|  64|  90|  45|  55|RUN AWAY    |KEEN EYE    |TM30 (common), BLACK FLUTE (rare)
163|HOOTHOOT  |NORMAL/FLYING    |  60|  30|  30|  50|  36|  56|INSOMNIA    |KEEN EYE    |QUICK CLAW (common)
164|NOCTOWL   |NORMAL/FLYING    | 100|  50|  50|  70|  76|  96|INSOMNIA    |KEEN EYE    |TM47 (100%)
165|LEDYBA    |BUG/FLYING       |  40|  20|  30|  55|  40|  80|SWARM       |EARLY BIRD  |
166|LEDIAN    |BUG/FLYING       |  55|  35|  50|  85|  55| 110|SWARM       |EARLY BIRD  |BLUE FLUTE (rare)
167|SPINARAK  |BUG/POISON       |  40|  60|  40|  30|  40|  40|SWARM       |INSOMNIA    |
168|ARIADOS   |BUG/POISON       |  70|  90|  70|  40|  60|  60|SWARM       |INSOMNIA    |YELLOW FLUTE (100%)
169|CROBAT    |POISON/FLYING    |  85|  90|  80| 130|  70|  80|INNER FOCUS |INNER FOCUS |RED FLUTE (common), PECHA BERRY (rare)
170|CHINCHOU  |WATER/ELECTRIC   |  75|  38|  38|  67|  56|  56|VOLT ABSORB |ILLUMINATE  |TM32 (100%)
171|LANTURN   |WATER/ELECTRIC   | 125|  58|  58|  67|  76|  76|VOLT ABSORB |ILLUMINATE  |
172|PICHU     |ELECTRIC         |  20|  40|  15|  60|  35|  35|STATIC      |STATIC      |GUARD SPEC. (rare)
173|CLEFFA    |NORMAL           |  50|  25|  28|  15|  45|  55|CUTE CHARM  |CUTE CHARM  |
174|IGGLYBUFF |NORMAL           |  90|  30|  15|  15|  40|  20|CUTE CHARM  |CUTE CHARM  |
175|TOGEPI    |NORMAL           |  35|  20|  65|  20|  40|  65|HUSTLE      |SERENE GRACE|MAX ELIXIR (rare)
176|TOGETIC   |NORMAL/FLYING    |  55|  40|  85|  40|  80| 105|HUSTLE      |SERENE GRACE|
177|NATU      |PSYCHIC/FLYING   |  40|  50|  45|  70|  70|  45|SYNCHRONIZE |EARLY BIRD  |
178|XATU      |PSYCHIC/FLYING   |  65|  75|  70|  95|  95|  70|SYNCHRONIZE |EARLY BIRD  |
179|MAREEP    |ELECTRIC         |  55|  40|  40|  35|  65|  45|STATIC      |STATIC      |TM23 (100%)
180|FLAAFFY   |ELECTRIC         |  70|  55|  55|  45|  80|  60|STATIC      |STATIC      |LEMONADE (common)
181|AMPHAROS  |ELECTRIC         |  90|  75|  75|  55| 115|  90|STATIC      |STATIC      |ASPEAR BERRY (common)
182|BELLOSSOM |GRASS            |  75|  80|  85|  50|  90| 100|CHLOROPHYLL |CHLOROPHYLL |
183|MARILL    |WATER            |  70|  20|  50|  40|  20|  50|THICK FAT   |HUGE POWER  |
184|AZUMARILL |WATER            | 100|  50|  80|  50|  50|  80|THICK FAT   |HUGE POWER  |NUGGET (common)
185|SUDOWOODO |ROCK             |  70| 100| 115|  30|  30|  65|STURDY      |ROCK HEAD   |SHOAL SALT (common)
186|POLITOED  |WATER            |  90|  75|  75|  70|  90| 100|WATER ABSORB|DAMP        |FLUFFY TAIL (common)
187|HOPPIP    |GRASS/FLYING     |  35|  35|  40|  50|  35|  55|CHLOROPHYLL |CHLOROPHYLL |
188|SKIPLOOM  |GRASS/FLYING     |  55|  45|  50|  80|  45|  65|CHLOROPHYLL |CHLOROPHYLL |
189|JUMPLUFF  |GRASS/FLYING     |  75|  55|  70| 110|  55|  85|CHLOROPHYLL |CHLOROPHYLL |TM27 (100%)
190|AIPOM     |NORMAL           |  55|  70|  55|  85|  40|  55|RUN AWAY    |PICKUP      |LAX INCENSE (common)
191|SUNKERN   |GRASS            |  30|  30|  30|  30|  30|  30|CHLOROPHYLL |CHLOROPHYLL |
192|SUNFLORA  |GRASS            |  75|  75|  55|  30| 105|  85|CHLOROPHYLL |CHLOROPHYLL |X DEFEND (100%)
193|YANMA     |BUG/FLYING       |  65|  65|  45|  95|  75|  45|SPEED BOOST |COMPOUNDEYES|
194|WOOPER    |WATER/GROUND     |  55|  45|  45|  15|  25|  25|DAMP        |WATER ABSORB|HP UP (rare)
195|QUAGSIRE  |WATER/GROUND     |  95|  85|  85|  35|  65|  65|DAMP        |WATER ABSORB|
196|ESPEON    |PSYCHIC          |  65|  65|  60| 110| 130|  95|SYNCHRONIZE |SYNCHRONIZE |MAX POTION (100%)
197|UMBREON   |DARK             |  95|  65| 110|  65|  60| 130|SYNCHRONIZE |SYNCHRONIZE |
198|MURKROW   |DARK/FLYING      |  60|  85|  42|  91|  85|  42|INSOMNIA    |INSOMNIA    |TM22 (100%)
199|SLOWKING  |WATER/PSYCHIC    |  95|  75|  80|  30| 100| 110|OBLIVIOUS   |OWN TEMPO   |
200|MISDREAVUS|GHOST            |  60|  60|  60|  85|  85|  85|LEVITATE    |LEVITATE    |LAX INCENSE (100%)
201|UNOWN     |PSYCHIC          |  48|  72|  48|  48|  72|  48|LEVITATE    |LEVITATE    |GREAT BALL (100%)
202|WOBBUFFET |PSYCHIC          | 190|  33|  58|  33|  33|  58|SHADOW TAG  |SHADOW TAG  |FULL HEAL (100%)
203|GIRAFARIG |NORMAL/PSYCHIC   |  70|  80|  65|  85|  90|  65|INNER FOCUS |EARLY BIRD  |DIVE BALL (common)
204|PINECO    |BUG              |  50|  65|  90|  15|  35|  35|STURDY      |STURDY      |PP UP (100%)
205|FORRETRESS|BUG/STEEL        |  75|  90| 140|  40|  60|  60|STURDY      |STURDY      |FLUFFY TAIL (rare)
206|DUNSPARCE |NORMAL           | 100|  70|  70|  45|  65|  65|SERENE GRACE|RUN AWAY    |RARE CANDY (100%)
207|GLIGAR    |GROUND/FLYING    |  65|  75| 105|  85|  35|  65|HYPER CUTTER|SAND VEIL   |METAL COAT (100%)
208|STEELIX   |STEEL/GROUND     |  75|  85| 200|  30|  55|  65|ROCK HEAD   |STURDY      |SCOPE LENS (rare)
209|SNUBBULL  |NORMAL           |  60|  80|  50|  30|  40|  40|INTIMIDATE  |RUN AWAY    |FULL RESTORE (rare)
210|GRANBULL  |NORMAL           |  90| 120|  75|  45|  60|  60|INTIMIDATE  |INTIMIDATE  |TM02 (100%)
211|QWILFISH  |WATER/POISON     |  65|  95|  75|  85|  55|  55|POISON POINT|SWIFT SWIM  |
212|SCIZOR    |BUG/STEEL        |  70| 130| 100|  65|  55|  80|SWARM       |SWARM       |TM47 (100%)
213|SHUCKLE   |BUG/ROCK         |  20|  10| 230|   5|  10| 230|STURDY      |STURDY      |LAX INCENSE (100%)
214|HERACROSS |BUG/FIGHTING     |  80| 125|  75|  85|  40|  95|SWARM       |GUTS        |TM24 (100%)
215|SNEASEL   |DARK/ICE         |  55|  95|  55| 115|  35|  75|INNER FOCUS |KEEN EYE    |TM48 (common), CALCIUM (rare)
216|TEDDIURSA |NORMAL           |  60|  80|  50|  40|  50|  50|PICKUP      |PICKUP      |
217|URSARING  |NORMAL           |  90| 130|  75|  55|  75|  75|GUTS        |GUTS        |TM22 (common), DRAGON FANG (rare)
218|SLUGMA    |FIRE             |  40|  40|  40|  20|  70|  40|MAGMA ARMOR |FLAME BODY  |TM06 (100%)
219|MAGCARGO  |FIRE/ROCK        |  50|  50| 120|  30|  80|  80|MAGMA ARMOR |FLAME BODY  |X SPEED (common)
