--Patching for National Dex at Start of Game--
Patch successful!

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
 45|VILEPLUME |GRASS/POISON     |  75|  80|  85|  50| 100|  90|CHLOROPHYLL |-------     |
 46|PARAS     |BUG/GRASS        |  35|  70|  55|  25|  45|  55|EFFECT SPORE|-------     |
 47|PARASECT  |BUG/GRASS        |  60|  95|  80|  30|  60|  80|EFFECT SPORE|-------     |TM41 (common), TM37 (rare)
 48|VENONAT   |BUG/POISON       |  60|  55|  50|  45|  40|  55|COMPOUNDEYES|-------     |
 49|VENOMOTH  |BUG/POISON       |  70|  65|  60|  90|  90|  75|SHIELD DUST |-------     |
 50|DIGLETT   |GROUND           |  10|  55|  25|  95|  35|  45|SAND VEIL   |ARENA TRAP  |PP MAX (rare)
 51|DUGTRIO   |GROUND           |  35|  80|  50| 120|  50|  70|SAND VEIL   |ARENA TRAP  |
 52|MEOWTH    |NORMAL           |  40|  45|  35|  90|  40|  40|PICKUP      |-------     |
 53|PERSIAN   |NORMAL           |  65|  70|  60| 115|  65|  65|LIMBER      |-------     |DEEPSEASCALE (common)
 54|PSYDUCK   |WATER            |  50|  52|  48|  55|  65|  50|DAMP        |CLOUD NINE  |TM26 (common), ENERGY ROOT (rare)
 55|GOLDUCK   |WATER            |  80|  82|  78|  85|  95|  80|DAMP        |CLOUD NINE  |MAX ETHER (100%)
 56|MANKEY    |FIGHTING         |  40|  80|  35|  70|  35|  45|VITAL SPIRIT|-------     |REPEAT BALL (common), IRON (rare)
 57|PRIMEAPE  |FIGHTING         |  65| 105|  60|  95|  60|  70|VITAL SPIRIT|-------     |
 58|GROWLITHE |FIRE             |  55|  70|  45|  60|  70|  50|INTIMIDATE  |FLASH FIRE  |REVIVAL HERB (100%)
 59|ARCANINE  |FIRE             |  90| 110|  80|  95| 100|  80|INTIMIDATE  |FLASH FIRE  |MIRACLE SEED (100%)
 60|POLIWAG   |WATER            |  40|  50|  40|  90|  40|  40|WATER ABSORB|DAMP        |TM17 (rare)
 61|POLIWHIRL |WATER            |  65|  65|  65|  90|  50|  50|WATER ABSORB|DAMP        |CHOICE BAND (rare)
 62|POLIWRATH |WATER/FIGHTING   |  90|  85|  95|  70|  70|  90|WATER ABSORB|DAMP        |POISON BARB (common)
 63|ABRA      |PSYCHIC          |  25|  20|  15|  90| 105|  55|SYNCHRONIZE |INNER FOCUS |AMULET COIN (rare)
 64|KADABRA   |PSYCHIC          |  40|  35|  30| 105| 120|  70|SYNCHRONIZE |INNER FOCUS |
 65|ALAKAZAM  |PSYCHIC          |  55|  50|  45| 120| 135|  85|SYNCHRONIZE |INNER FOCUS |PARLYZ HEAL (common), LAX INCENSE (rare)
 66|MACHOP    |FIGHTING         |  70|  80|  50|  35|  35|  35|GUTS        |-------     |HARD STONE (common), GREEN SHARD (rare)
 67|MACHOKE   |FIGHTING         |  80| 100|  70|  45|  50|  60|GUTS        |-------     |
 68|MACHAMP   |FIGHTING         |  90| 130|  80|  55|  65|  85|GUTS        |-------     |
 69|BELLSPROUT|GRASS/POISON     |  50|  75|  35|  40|  70|  30|CHLOROPHYLL |-------     |SEA INCENSE (common), NET BALL (rare)
 70|WEEPINBELL|GRASS/POISON     |  65|  90|  50|  55|  85|  45|CHLOROPHYLL |-------     |TM50 (rare)
 71|VICTREEBEL|GRASS/POISON     |  80| 105|  65|  70| 100|  60|CHLOROPHYLL |-------     |
 72|TENTACOOL |WATER/POISON     |  40|  40|  35|  70|  50| 100|CLEAR BODY  |LIQUID OOZE |MAX REVIVE (common)
 73|TENTACRUEL|WATER/POISON     |  80|  70|  65| 100|  80| 120|CLEAR BODY  |LIQUID OOZE |
 74|GEODUDE   |ROCK/GROUND      |  40|  80| 100|  20|  30|  30|ROCK HEAD   |STURDY      |
 75|GRAVELER  |ROCK/GROUND      |  55|  95| 115|  35|  45|  45|ROCK HEAD   |STURDY      |TM03 (common)
 76|GOLEM     |ROCK/GROUND      |  80| 110| 130|  45|  55|  65|ROCK HEAD   |STURDY      |LEMONADE (100%)
 77|PONYTA    |FIRE             |  50|  85|  55|  90|  65|  65|RUN AWAY    |FLASH FIRE  |TM11 (common)
 78|RAPIDASH  |FIRE             |  65| 100|  70| 105|  80|  80|RUN AWAY    |FLASH FIRE  |TM19 (common)
 79|SLOWPOKE  |WATER/PSYCHIC    |  90|  65|  65|  15|  40|  40|OBLIVIOUS   |OWN TEMPO   |
 80|SLOWBRO   |WATER/PSYCHIC    |  95|  75| 110|  30| 100|  80|OBLIVIOUS   |OWN TEMPO   |
 81|MAGNEMITE |ELECTRIC/STEEL   |  25|  35|  70|  45|  95|  55|MAGNET PULL |STURDY      |TM11 (common)
 82|MAGNETON  |ELECTRIC/STEEL   |  50|  60|  95|  70| 120|  70|MAGNET PULL |STURDY      |POTION (100%)
 83|FARFETCH’D|NORMAL/FLYING    |  52|  65|  55|  60|  58|  62|KEEN EYE    |INNER FOCUS |TM26 (rare)
 84|DODUO     |NORMAL/FLYING    |  35|  85|  45|  75|  35|  35|RUN AWAY    |EARLY BIRD  |TM49 (100%)
 85|DODRIO    |NORMAL/FLYING    |  60| 110|  70| 100|  60|  60|RUN AWAY    |EARLY BIRD  |
 86|SEEL      |WATER            |  65|  45|  55|  45|  45|  70|THICK FAT   |-------     |HEAL POWDER (rare)
 87|DEWGONG   |WATER/ICE        |  90|  70|  80|  70|  70|  95|THICK FAT   |-------     |SOFT SAND (common), X DEFEND (rare)
 88|GRIMER    |POISON           |  80|  80|  50|  25|  40|  50|STENCH      |STICKY HOLD |
 89|MUK       |POISON           | 105| 105|  75|  50|  65| 100|STENCH      |STICKY HOLD |LEFTOVERS (common), MENTAL HERB (rare)
 90|SHELLDER  |WATER            |  30|  65| 100|  40|  45|  25|SHELL ARMOR |-------     |
 91|CLOYSTER  |WATER/ICE        |  50|  95| 180|  70|  85|  45|SHELL ARMOR |-------     |PP MAX (rare)
 92|GASTLY    |GHOST/POISON     |  30|  35|  30|  80| 100|  35|LEVITATE    |-------     |
 93|HAUNTER   |GHOST/POISON     |  45|  50|  45|  95| 115|  55|LEVITATE    |-------     |TM38 (common)
 94|GENGAR    |GHOST/POISON     |  60|  65|  60| 110| 130|  75|LEVITATE    |-------     |AMULET COIN (common), MOOMOO MILK (rare)
 95|ONIX      |ROCK/GROUND      |  35|  45| 160|  70|  30|  45|ROCK HEAD   |STURDY      |LUXURY BALL (common)
 96|DROWZEE   |PSYCHIC          |  60|  48|  45|  42|  43|  90|INSOMNIA    |-------     |
 97|HYPNO     |PSYCHIC          |  85|  73|  70|  67|  73| 115|INSOMNIA    |-------     |
 98|KRABBY    |WATER            |  30| 105|  90|  50|  25|  25|HYPER CUTTER|SHELL ARMOR |SEA INCENSE (rare)
 99|KINGLER   |WATER            |  55| 130| 115|  75|  50|  50|HYPER CUTTER|SHELL ARMOR |NET BALL (common)
100|VOLTORB   |ELECTRIC         |  40|  30|  50| 100|  55|  55|SOUNDPROOF  |STATIC      |
101|ELECTRODE |ELECTRIC         |  60|  50|  70| 140|  80|  80|SOUNDPROOF  |STATIC      |FLUFFY TAIL (rare)
102|EXEGGCUTE |GRASS/PSYCHIC    |  60|  40|  80|  40|  60|  45|CHLOROPHYLL |-------     |
103|EXEGGUTOR |GRASS/PSYCHIC    |  95|  95|  85|  55| 125|  65|CHLOROPHYLL |-------     |
104|CUBONE    |GROUND           |  50|  50|  95|  35|  40|  50|ROCK HEAD   |LIGHTNINGROD|TM03 (rare)
105|MAROWAK   |GROUND           |  60|  80| 110|  45|  50|  80|ROCK HEAD   |LIGHTNINGROD|CHESTO BERRY (common)
106|HITMONLEE |FIGHTING         |  50| 120|  53|  87|  35| 110|LIMBER      |-------     |
107|HITMONCHAN|FIGHTING         |  50| 105|  79|  76|  35| 110|KEEN EYE    |-------     |HEAL POWDER (rare)
108|LICKITUNG |NORMAL           |  90|  55|  75|  30|  60|  75|OWN TEMPO   |OBLIVIOUS   |CLEANSE TAG (common)
109|KOFFING   |POISON           |  40|  65|  95|  35|  60|  45|LEVITATE    |-------     |FULL RESTORE (common), GUARD SPEC. (rare)
110|WEEZING   |POISON           |  65|  90| 120|  60|  85|  70|LEVITATE    |-------     |
111|RHYHORN   |GROUND/ROCK      |  80|  85|  95|  25|  30|  30|LIGHTNINGROD|ROCK HEAD   |
112|RHYDON    |GROUND/ROCK      | 105| 130| 120|  40|  45|  45|LIGHTNINGROD|ROCK HEAD   |
113|CHANSEY   |NORMAL           | 250|   5|   5|  50|  35| 105|NATURAL CURE|SERENE GRACE|
114|TANGELA   |GRASS            |  65|  55| 115|  60| 100|  40|CHLOROPHYLL |-------     |
115|KANGASKHAN|NORMAL           | 105|  95|  80|  90|  40|  80|EARLY BIRD  |-------     |
116|HORSEA    |WATER            |  30|  40|  70|  60|  70|  25|SWIFT SWIM  |-------     |TWISTEDSPOON (common), MAX ELIXIR (rare)
117|SEADRA    |WATER            |  55|  65|  95|  85|  95|  45|POISON POINT|-------     |
118|GOLDEEN   |WATER            |  45|  67|  60|  63|  35|  50|SWIFT SWIM  |WATER VEIL  |MACHO BRACE (common), TM25 (rare)
119|SEAKING   |WATER            |  80|  92|  65|  68|  65|  80|SWIFT SWIM  |WATER VEIL  |SPELL TAG (rare)
120|STARYU    |WATER            |  30|  45|  55|  85|  70|  55|ILLUMINATE  |NATURAL CURE|FIRE STONE (100%)
121|STARMIE   |WATER/PSYCHIC    |  60|  75|  85| 115| 100|  85|ILLUMINATE  |NATURAL CURE|TM24 (rare)
122|MR. MIME  |PSYCHIC          |  40|  45|  65|  90| 100| 120|SOUNDPROOF  |-------     |
123|SCYTHER   |BUG/FLYING       |  70| 110|  80| 105|  55|  80|SWARM       |-------     |
124|JYNX      |ICE/PSYCHIC      |  65|  50|  35|  95| 115|  95|OBLIVIOUS   |-------     |SPELL TAG (100%)
125|ELECTABUZZ|ELECTRIC         |  65|  83|  57| 105|  95|  85|STATIC      |-------     |TM33 (common), SOFT SAND (rare)
126|MAGMAR    |FIRE             |  65|  95|  57|  93| 100|  85|FLAME BODY  |-------     |ENERGY ROOT (100%)
127|PINSIR    |BUG              |  65| 125| 100|  85|  55|  70|HYPER CUTTER|-------     |
128|TAUROS    |NORMAL           |  75| 100|  95| 110|  40|  70|INTIMIDATE  |-------     |TM14 (rare)
129|MAGIKARP  |WATER            |  20|  10|  55|  80|  15|  20|SWIFT SWIM  |-------     |
130|GYARADOS  |WATER/FLYING     |  95| 125|  79|  81|  60| 100|INTIMIDATE  |-------     |ELIXIR (common), TM26 (rare)
131|LAPRAS    |WATER/ICE        | 130|  85|  80|  60|  85|  95|WATER ABSORB|SHELL ARMOR |TM33 (100%)
132|DITTO     |NORMAL           |  48|  48|  48|  48|  48|  48|LIMBER      |-------     |ULTRA BALL (common)
133|EEVEE     |NORMAL           |  55|  55|  50|  55|  45|  65|RUN AWAY    |-------     |
134|VAPOREON  |WATER            | 130|  65|  60|  65| 110|  95|WATER ABSORB|-------     |X ACCURACY (common), CHERI BERRY (rare)
135|JOLTEON   |ELECTRIC         |  65|  65|  60| 130| 110|  95|VOLT ABSORB |-------     |
136|FLAREON   |FIRE             |  65| 130|  60|  65|  95| 110|FLASH FIRE  |-------     |CARBOS (100%)
137|PORYGON   |NORMAL           |  65|  60|  70|  40|  85|  75|TRACE       |-------     |
138|OMANYTE   |ROCK/WATER       |  35|  40| 100|  35|  90|  55|SWIFT SWIM  |SHELL ARMOR |
139|OMASTAR   |ROCK/WATER       |  70|  60| 125|  55| 115|  70|SWIFT SWIM  |SHELL ARMOR |
140|KABUTO    |ROCK/WATER       |  30|  80|  90|  55|  55|  45|SWIFT SWIM  |BATTLE ARMOR|MAX REPEL (100%)
141|KABUTOPS  |ROCK/WATER       |  60| 115| 105|  80|  65|  70|SWIFT SWIM  |BATTLE ARMOR|
142|AERODACTYL|ROCK/FLYING      |  80| 105|  65| 130|  60|  75|ROCK HEAD   |PRESSURE    |
143|SNORLAX   |NORMAL           | 160| 110|  65|  30|  65| 110|IMMUNITY    |THICK FAT   |TM28 (100%)
144|ARTICUNO  |ICE/FLYING       |  90|  85| 100|  85|  95| 125|PRESSURE    |-------     |
145|ZAPDOS    |ELECTRIC/FLYING  |  90|  90|  85| 100| 125|  90|PRESSURE    |-------     |
146|MOLTRES   |FIRE/FLYING      |  90| 100|  90|  90| 125|  85|PRESSURE    |-------     |LEPPA BERRY (common)
147|DRATINI   |DRAGON           |  41|  64|  45|  50|  50|  50|SHED SKIN   |-------     |
148|DRAGONAIR |DRAGON           |  61|  84|  65|  70|  70|  70|SHED SKIN   |-------     |WHITE FLUTE (rare)
149|DRAGONITE |DRAGON/FLYING    |  91| 134|  95|  80| 100| 100|INNER FOCUS |-------     |
150|MEWTWO    |PSYCHIC          | 106| 110|  90| 130| 154|  90|PRESSURE    |-------     |BLUE SHARD (common), DIVE BALL (rare)
151|MEW       |PSYCHIC          | 100| 100| 100| 100| 100| 100|SYNCHRONIZE |-------     |LAX INCENSE (100%)
152|CHIKORITA |GRASS            |  45|  49|  65|  45|  49|  65|OVERGROW    |-------     |
153|BAYLEEF   |GRASS            |  60|  62|  80|  60|  63|  80|OVERGROW    |-------     |MAX ETHER (100%)
154|MEGANIUM  |GRASS            |  80|  82| 100|  80|  83| 100|OVERGROW    |-------     |
155|CYNDAQUIL |FIRE             |  39|  52|  43|  65|  60|  50|BLAZE       |-------     |
156|QUILAVA   |FIRE             |  58|  64|  58|  80|  80|  65|BLAZE       |-------     |NET BALL (rare)
157|TYPHLOSION|FIRE             |  78|  84|  78| 100| 109|  85|BLAZE       |-------     |
158|TOTODILE  |WATER            |  50|  65|  64|  43|  44|  48|TORRENT     |-------     |TM19 (common)
159|CROCONAW  |WATER            |  65|  80|  80|  58|  59|  63|TORRENT     |-------     |
160|FERALIGATR|WATER            |  85| 105| 100|  78|  79|  83|TORRENT     |-------     |
161|SENTRET   |NORMAL           |  35|  46|  34|  20|  35|  45|RUN AWAY    |KEEN EYE    |
162|FURRET    |NORMAL           |  85|  76|  64|  90|  45|  55|RUN AWAY    |KEEN EYE    |
163|HOOTHOOT  |NORMAL/FLYING    |  60|  30|  30|  50|  36|  56|INSOMNIA    |KEEN EYE    |TM02 (common), SODA POP (rare)
164|NOCTOWL   |NORMAL/FLYING    | 100|  50|  50|  70|  76|  96|INSOMNIA    |KEEN EYE    |PP UP (100%)
165|LEDYBA    |BUG/FLYING       |  40|  20|  30|  55|  40|  80|SWARM       |EARLY BIRD  |LAVA COOKIE (common), WATER STONE (rare)
166|LEDIAN    |BUG/FLYING       |  55|  35|  50|  85|  55| 110|SWARM       |EARLY BIRD  |
167|SPINARAK  |BUG/POISON       |  40|  60|  40|  30|  40|  40|SWARM       |INSOMNIA    |
168|ARIADOS   |BUG/POISON       |  70|  90|  70|  40|  60|  60|SWARM       |INSOMNIA    |PEARL (rare)
169|CROBAT    |POISON/FLYING    |  85|  90|  80| 130|  70|  80|INNER FOCUS |-------     |HEAL POWDER (common), POTION (rare)
170|CHINCHOU  |WATER/ELECTRIC   |  75|  38|  38|  67|  56|  56|VOLT ABSORB |ILLUMINATE  |TM30 (100%)
171|LANTURN   |WATER/ELECTRIC   | 125|  58|  58|  67|  76|  76|VOLT ABSORB |ILLUMINATE  |
172|PICHU     |ELECTRIC         |  20|  40|  15|  60|  35|  35|STATIC      |-------     |TM23 (rare)
173|CLEFFA    |NORMAL           |  50|  25|  28|  15|  45|  55|CUTE CHARM  |-------     |TM44 (common)
174|IGGLYBUFF |NORMAL           |  90|  30|  15|  15|  40|  20|CUTE CHARM  |-------     |
175|TOGEPI    |NORMAL           |  35|  20|  65|  20|  40|  65|HUSTLE      |SERENE GRACE|BIG MUSHROOM (rare)
176|TOGETIC   |NORMAL/FLYING    |  55|  40|  85|  40|  80| 105|HUSTLE      |SERENE GRACE|TM49 (common), ELIXIR (rare)
177|NATU      |PSYCHIC/FLYING   |  40|  50|  45|  70|  70|  45|SYNCHRONIZE |EARLY BIRD  |RARE CANDY (common)
178|XATU      |PSYCHIC/FLYING   |  65|  75|  70|  95|  95|  70|SYNCHRONIZE |EARLY BIRD  |TM25 (common), POTION (rare)
179|MAREEP    |ELECTRIC         |  55|  40|  40|  35|  65|  45|STATIC      |-------     |DEEPSEATOOTH (common)
180|FLAAFFY   |ELECTRIC         |  70|  55|  55|  45|  80|  60|STATIC      |-------     |TM13 (common), TM42 (rare)
181|AMPHAROS  |ELECTRIC         |  90|  75|  75|  55| 115|  90|STATIC      |-------     |DRAGON FANG (100%)
182|BELLOSSOM |GRASS            |  75|  80|  85|  50|  90| 100|CHLOROPHYLL |-------     |
183|MARILL    |WATER            |  70|  20|  50|  40|  20|  50|THICK FAT   |HUGE POWER  |NET BALL (common)
184|AZUMARILL |WATER            | 100|  50|  80|  50|  50|  80|THICK FAT   |HUGE POWER  |
185|SUDOWOODO |ROCK             |  70| 100| 115|  30|  30|  65|STURDY      |ROCK HEAD   |SCOPE LENS (rare)
186|POLITOED  |WATER            |  90|  75|  75|  70|  90| 100|WATER ABSORB|DAMP        |BIG MUSHROOM (rare)
187|HOPPIP    |GRASS/FLYING     |  35|  35|  40|  50|  35|  55|CHLOROPHYLL |-------     |THUNDERSTONE (100%)
188|SKIPLOOM  |GRASS/FLYING     |  55|  45|  50|  80|  45|  65|CHLOROPHYLL |-------     |
189|JUMPLUFF  |GRASS/FLYING     |  75|  55|  70| 110|  55|  85|CHLOROPHYLL |-------     |QUICK CLAW (rare)
190|AIPOM     |NORMAL           |  55|  70|  55|  85|  40|  55|RUN AWAY    |PICKUP      |X DEFEND (100%)
191|SUNKERN   |GRASS            |  30|  30|  30|  30|  30|  30|CHLOROPHYLL |-------     |
192|SUNFLORA  |GRASS            |  75|  75|  55|  30| 105|  85|CHLOROPHYLL |-------     |LAVA COOKIE (common)
193|YANMA     |BUG/FLYING       |  65|  65|  45|  95|  75|  45|SPEED BOOST |COMPOUNDEYES|
194|WOOPER    |WATER/GROUND     |  55|  45|  45|  15|  25|  25|DAMP        |WATER ABSORB|TM36 (common), MAX REVIVE (rare)
195|QUAGSIRE  |WATER/GROUND     |  95|  85|  85|  35|  65|  65|DAMP        |WATER ABSORB|
196|ESPEON    |PSYCHIC          |  65|  65|  60| 110| 130|  95|SYNCHRONIZE |-------     |
197|UMBREON   |DARK             |  95|  65| 110|  65|  60| 130|SYNCHRONIZE |-------     |TM47 (common)
198|MURKROW   |DARK/FLYING      |  60|  85|  42|  91|  85|  42|INSOMNIA    |-------     |
199|SLOWKING  |WATER/PSYCHIC    |  95|  75|  80|  30| 100| 110|OBLIVIOUS   |OWN TEMPO   |
200|MISDREAVUS|GHOST            |  60|  60|  60|  85|  85|  85|LEVITATE    |-------     |ICE HEAL (common)
201|UNOWN     |PSYCHIC          |  48|  72|  48|  48|  72|  48|LEVITATE    |-------     |
202|WOBBUFFET |PSYCHIC          | 190|  33|  58|  33|  33|  58|SHADOW TAG  |-------     |TM02 (rare)
203|GIRAFARIG |NORMAL/PSYCHIC   |  70|  80|  65|  85|  90|  65|INNER FOCUS |EARLY BIRD  |
204|PINECO    |BUG              |  50|  65|  90|  15|  35|  35|STURDY      |-------     |TM19 (common)
205|FORRETRESS|BUG/STEEL        |  75|  90| 140|  40|  60|  60|STURDY      |-------     |
206|DUNSPARCE |NORMAL           | 100|  70|  70|  45|  65|  65|SERENE GRACE|RUN AWAY    |
207|GLIGAR    |GROUND/FLYING    |  65|  75| 105|  85|  35|  65|HYPER CUTTER|SAND VEIL   |
208|STEELIX   |STEEL/GROUND     |  75|  85| 200|  30|  55|  65|ROCK HEAD   |STURDY      |
209|SNUBBULL  |NORMAL           |  60|  80|  50|  30|  40|  40|INTIMIDATE  |RUN AWAY    |
210|GRANBULL  |NORMAL           |  90| 120|  75|  45|  60|  60|INTIMIDATE  |INTIMIDATE  |TIMER BALL (common), SILK SCARF (rare)
211|QWILFISH  |WATER/POISON     |  65|  95|  75|  85|  55|  55|POISON POINT|SWIFT SWIM  |SITRUS BERRY (100%)
212|SCIZOR    |BUG/STEEL        |  70| 130| 100|  65|  55|  80|SWARM       |-------     |TM45 (common), TM50 (rare)
213|SHUCKLE   |BUG/ROCK         |  20|  10| 230|   5|  10| 230|STURDY      |-------     |TM19 (100%)
214|HERACROSS |BUG/FIGHTING     |  80| 125|  75|  85|  40|  95|SWARM       |GUTS        |
215|SNEASEL   |DARK/ICE         |  55|  95|  55| 115|  35|  75|INNER FOCUS |KEEN EYE    |PEARL (common)
216|TEDDIURSA |NORMAL           |  60|  80|  50|  40|  50|  50|PICKUP      |-------     |
217|URSARING  |NORMAL           |  90| 130|  75|  55|  75|  75|GUTS        |-------     |
218|SLUGMA    |FIRE             |  40|  40|  40|  20|  70|  40|MAGMA ARMOR |FLAME BODY  |SITRUS BERRY (rare)
219|MAGCARGO  |FIRE/ROCK        |  50|  50| 120|  30|  80|  80|MAGMA ARMOR |FLAME BODY  |RAWST BERRY (common), SACRED ASH (rare)
220|SWINUB    |ICE/GROUND       |  50|  50|  40|  50|  30|  30|OBLIVIOUS   |-------     |TINYMUSHROOM (rare)
221|PILOSWINE |ICE/GROUND       | 100| 100|  80|  50|  60|  60|OBLIVIOUS   |-------     |STAR PIECE (common)
222|CORSOLA   |WATER/ROCK       |  55|  55|  85|  35|  65|  85|HUSTLE      |NATURAL CURE|
223|REMORAID  |WATER            |  35|  65|  35|  65|  65|  35|HUSTLE      |-------     |TM31 (rare)
224|OCTILLERY |WATER            |  75| 105|  75|  45| 105|  75|SUCTION CUPS|-------     |
225|DELIBIRD  |ICE/FLYING       |  45|  55|  45|  75|  65|  45|VITAL SPIRIT|HUSTLE      |
226|MANTINE   |WATER/FLYING     |  65|  40|  70|  70|  80| 140|SWIFT SWIM  |WATER ABSORB|
227|SKARMORY  |STEEL/FLYING     |  65|  80| 140|  70|  40|  70|KEEN EYE    |STURDY      |
228|HOUNDOUR  |DARK/FIRE        |  45|  60|  30|  65|  80|  50|EARLY BIRD  |FLASH FIRE  |POISON BARB (common)
229|HOUNDOOM  |DARK/FIRE        |  75|  90|  50|  95| 110|  80|EARLY BIRD  |FLASH FIRE  |HEAL POWDER (common)
230|KINGDRA   |WATER/DRAGON     |  75|  95|  95|  85|  95|  95|SWIFT SWIM  |-------     |TM28 (common)
231|PHANPY    |GROUND           |  90|  60|  60|  40|  40|  40|PICKUP      |-------     |ANTIDOTE (100%)
232|DONPHAN   |GROUND           |  90| 120| 120|  50|  60|  60|STURDY      |-------     |YELLOW SHARD (100%)
